name,abbrv,color,affiliation,coauthored
Zhiliang Wang,Z. Wang,#00bfff,Tsinghua University,1
David Lowe,D. Lowe,#32CD32,University of Sydney,1
Gustavo Carneiro,G. Carneiro,#32CD32,University of Adelaide,1
Karem Sakallah,K. Sakallah,#00bfff,none,1
Daniel Hirschberg,D. Hirschberg,#d3d3d3,none,1
Danushka Bollegala,D. Bollegala,#32CD32,University of Liverpool,1
David Weir,D. Weir,#32CD32,none,1
Seth Goldstein,S. Goldstein,#ffc0cb,none,1
Xiaoming Jin,X. Jin,#32CD32,Tsinghua University,1
Mike Holenderski,M. Holenderski,#d3d3d3,TU Eindhoven,1
Chee-Keng Yap,C. Yap,#ffc0cb,New York University,0
Sung-Hee Lee,S. Lee,#ffc0cb,KAIST,1
Gershon Elber,G. Elber,#ffc0cb,Technion,0
Gruia Calinescu,G. Calinescu,#00bfff,Illinois Institute of Technology,1
Sebastian Faust,S. Faust,#ffff00,TU Darmstadt,1
Gianluca Bontempi,G. Bontempi,#ffc0cb,Université libre de Bruxelles,0
Robert Kenyon,R. Kenyon,#ffc0cb,none,1
Peter Dinda,P. Dinda,#00bfff,none,1
Yulei Sui,Y. Sui,#00bfff,UNSW,1
Ding Ye,D. Ye,#d3d3d3,UNSW,1
Liang-Tien Chia,L. Chia,#32CD32,Nanyang Technological University,1
Michael Wooldridge,M. Wooldridge,#32CD32,University of Oxford,1
Jacek Sroka,J. Sroka,#32CD32,University of Warsaw,1
Oskar Skibski,O. Skibski,#32CD32,University of Warsaw,1
Wiebe van der Hoek,W. van der Hoek,#32CD32,University of Liverpool,1
Paul Dunne,P. Dunne,#32CD32,none,1
Markus Püschel,M. Püschel,#00bfff,ETH Zurich,1
Sophia Drossopoulou,S. Drossopoulou,#d3d3d3,Imperial College London,1
Zhong Zhou,Z. Zhou,#32CD32,Beihang University,1
Yuru Pei,Y. Pei,#ffc0cb,Peking University,1
Tong Lin,T. Lin,#32CD32,Peking University,1
Neal Young,N. Young,#ffff00,none,1
B. Srivathsan,B. Srivathsan,#ffff00,CMI,1
Carlo Tomasi,C. Tomasi,#32CD32,Duke University,1
Luoyi Fu,L. Fu,#00bfff,Shanghai Jiao Tong University,1
Xinbing Wang,X. Wang,#00bfff,Shanghai Jiao Tong University,1
Edward Lee,E. Lee,#00bfff,none,1
Guy Hoffman,G. Hoffman,#32CD32,Cornell University,0
Stéphane Mallat,S. Mallat,#32CD32,Ecole Normale Superieure,1
Joan Bruna,J. Bruna,#32CD32,New York University,1
Alan Blair,A. Blair,#32CD32,UNSW,0
Yu Qiao,Y. Qiao,#32CD32,Chinese Academy of Sciences,0
Srinivas Katkoori,S. Katkoori,#d3d3d3,University of South Florida,0
Ross Anderson,R. Anderson,#00bfff,none,1
Murali Sitaraman,M. Sitaraman,#d3d3d3,Clemson University,1
Christos Anagnostopoulos,C. Anagnostopoulos,#32CD32,University of Glasgow,0
Herbert Edelsbrunner,H. Edelsbrunner,#ffff00,IST Austria,1
Ronald Parr,R. Parr,#32CD32,Duke University,1
Jimmy Lee,J. Lee,#32CD32,none,1
Yat Law,Y. Law,#32CD32,none,1
Robert Burton,R. Burton,#ffc0cb,none,0
Parmit Chilana,P. Chilana,#ffc0cb,none,1
Michael Ekstrand,M. Ekstrand,#ffc0cb,none,1
Stefan Wagner,S. Wagner,#00bfff,none,0
Sergio Ochoa,S. Ochoa,#d3d3d3,none,0
Raphaël Troncy,R. Troncy,#32CD32,EURECOM,1
Deepanjan Kesh,D. Kesh,#ffff00,IIT Guwahati,1
Sumit Ganguly,S. Ganguly,#ffff00,IIT Kanpur,1
Geoffrey Webb,G. Webb,#ffc0cb,none,1
Gen-Huey Chen,G. Chen,#d3d3d3,National Taiwan University,0
Emmanuel Letier,E. Letier,#00bfff,University College London,1
Anthony Finkelstein,A. Finkelstein,#00bfff,University College London,1
Gregory Fischer,G. Fischer,#ffc0cb,none,1
Tom Haines,T. Haines,#32CD32,none,1
Baoxin Li,B. Li,#32CD32,Arizona State University,1
Alexander Nelson,A. Nelson,#00bfff,University of Arkansas,1
Michael Gashler,M. Gashler,#32CD32,University of Arkansas,1
Tony Martinez,T. Martinez,#32CD32,none,1
Yuanyuan Yang,Y. Yang,#d3d3d3,Stony Brook University,1
Deng Pan,D. Pan,#d3d3d3,Florida International University,1
Cong 0006,C. 0006,#d3d3d3,none,1
Anna Goldenberg,A. Goldenberg,#ffc0cb,University of Toronto,1
Sourav Chakraborty,S. Chakraborty,#ffff00,none,1
Dhaval Patel,D. Patel,#32CD32,IIT Roorkee,1
Nir Lipovetzky,N. Lipovetzky,#32CD32,University of Melbourne,1
Lin Padgham,L. Padgham,#32CD32,RMIT University,1
Roland Memisevic,R. Memisevic,#32CD32,University of Montreal,1
Daniel Koditschek,D. Koditschek,#ffc0cb,none,1
Gabriel Nivasch,G. Nivasch,#ffff00,Ariel University,1
Bernd Brügge,B. Brügge,#00bfff,TU Munich,0
François Baccelli,F. Baccelli,#00bfff,Ecole Normale Superieure,0
Nancy Nersessian,N. Nersessian,#ffc0cb,none,1
John Stasko,J. Stasko,#ffc0cb,none,1
Judy Goldsmith,J. Goldsmith,#32CD32,University of Kentucky,0
Yun Fu,Y. Fu,#32CD32,none,1
Kaiqi Huang,K. Huang,#32CD32,Chinese Academy of Sciences,1
Alice Miller,A. Miller,#32CD32,University of Glasgow,1
Patrick Prosser,P. Prosser,#32CD32,University of Glasgow,1
Xu Sun,X. Sun,#32CD32,none,1
Paolo Sivilotti,P. Sivilotti,#d3d3d3,none,0
Yihua Huang,Y. Huang,#d3d3d3,Nanjing University,0
Sven Kosub,S. Kosub,#00bfff,University of Konstanz,0
Manolis Koubarakis,M. Koubarakis,#32CD32,University of Athens,0
Reynold Bailey,R. Bailey,#ffc0cb,Rochester Institute of Technology,1
Bobby Bodenheimer,B. Bodenheimer,#ffc0cb,Vanderbilt University,1
Lance Williams,L. Williams,#ffc0cb,University of New Mexico,1
Fabrizio Ferrandi,F. Ferrandi,#00bfff,Politecnico di Milano,1
Cang Ye,C. Ye,#ffc0cb,Virginia Commonwealth University,0
Klaus Hildebrandt,K. Hildebrandt,#ffc0cb,TU Delft,1
Daniele Micciancio,D. Micciancio,#ffff00,University of California - San Diego,1
David McAllester,D. McAllester,#32CD32,TTI Chicago,1
Qingkai Zeng,Q. Zeng,#00bfff,Nanjing University,1
Vida Dujmovic,V. Dujmovic,#ffff00,University of Ottawa,1
Giles Reger,G. Reger,#d3d3d3,University of Manchester,0
Jeremy Singer,J. Singer,#ffc0cb,University of Glasgow,1
Anurag Mittal,A. Mittal,#32CD32,IIT Madras,1
Fan 0006,F. 0006,#32CD32,none,1
Anand Louis,A. Louis,#ffff00,IISc Bangalore,1
Patrick Shih,P. Shih,#ffc0cb,none,1
Nisheeth Srivastava,N. Srivastava,#32CD32,IIT Kanpur,1
David Mount,D. Mount,#ffff00,none,1
Sunil Arya,S. Arya,#ffff00,HKUST,1
Syin Chan,S. Chan,#32CD32,Nanyang Technological University,1
Roberta Gori,R. Gori,#32CD32,University of Pisa,0
Arnav Jhala,A. Jhala,#32CD32,North Carolina State University,0
Ricardo Gutierrez-Osuna,R. Gutierrez-Osuna,#32CD32,Texas A&M University,1
Richard Furuta,R. Furuta,#32CD32,Texas A&M University,1
Lei Yu,L. Yu,#32CD32,none,1
Nael Abu-Ghazaleh,N. Abu-Ghazaleh,#00bfff,none,1
Venu Govindaraju,V. Govindaraju,#32CD32,University at Buffalo,1
Emily Hand,E. Hand,#32CD32,none,1
Pong Yuen,P. Yuen,#32CD32,none,1
Roger Chamberlain,R. Chamberlain,#00bfff,Washington University in St. Louis,1
Bin Ren,B. Ren,#00bfff,College of William and Mary,1
Yannis Kotidis,Y. Kotidis,#00bfff,AUEB,1
Andrew Calway,A. Calway,#ffc0cb,University of Bristol,1
Dima Damen,D. Damen,#32CD32,University of Bristol,1
Shmuel Zaks,S. Zaks,#d3d3d3,Technion,1
Prudence Wong,P. Wong,#ffff00,none,1
Muffy Calder,M. Calder,#ffff00,University of Glasgow,0
Matthew Stone,M. Stone,#32CD32,Rutgers University,0
Fadi Zaraket,F. Zaraket,#00bfff,none,0
Emo Welzl,E. Welzl,#00bfff,ETH Zurich,1
Renato Ribas,R. Ribas,#00bfff,none,1
André Reis,A. Reis,#00bfff,none,1
Shang-Hong Lai,S. Lai,#32CD32,National Tsing Hua University,1
Ruimin Shen,R. Shen,#32CD32,Shanghai Jiao Tong University,1
Liping Shen,L. Shen,#32CD32,Shanghai Jiao Tong University,1
David Helmbold,D. Helmbold,#32CD32,none,0
Jeffrey Overbey,J. Overbey,#00bfff,Auburn University,1
Cláudia Werner,C. Werner,#d3d3d3,UFRJ,1
Leonardo Murta,L. Murta,#00bfff,UFF,1
Jan Schröder,J. Schröder,#ffc0cb,University of Melbourne,0
Paris Smaragdis,P. Smaragdis,#32CD32,Univ. of Illinois at Urbana-Champaign,1
Ricardo Chaves,R. Chaves,#d3d3d3,Universidade de Lisboa,1
Leonel Sousa,L. Sousa,#00bfff,Universidade de Lisboa,1
Jan de Ruiter,J. de Ruiter,#ffc0cb,none,1
Mary Foster,M. Foster,#32CD32,none,1
Jon Oberlander,J. Oberlander,#32CD32,University of Edinburgh,1
Krzysztof Lorys,K. Lorys,#d3d3d3,University of Wroclaw,1
Sheng Li,S. Li,#32CD32,Harbin Institute of Technology,1
Kin Wong,K. Wong,#32CD32,none,0
Saad Biaz,S. Biaz,#00bfff,Auburn University,0
Julia Rubin,J. Rubin,#00bfff,University of British Columbia,1
Aristides Requicha,A. Requicha,#ffc0cb,none,0
Mohamed Mkaouer,M. Mkaouer,#d3d3d3,none,0
Yossi Matias,Y. Matias,#32CD32,Tel Aviv University,0
Olin Shivers,O. Shivers,#00bfff,Northeastern University,0
Alberto Ros,A. Ros,#00bfff,University of Murcia,1
Manuel Acacio,M. Acacio,#00bfff,none,1
José García,J. García,#00bfff,none,1
Trevor Carlson,T. Carlson,#00bfff,none,1
Lisong Xu,L. Xu,#d3d3d3,University of Nebraska,1
Hung-Min Sun,H. Sun,#00bfff,National Tsing Hua University,1
Shaahin Hessabi,S. Hessabi,#d3d3d3,Sharif University of Technology,1
Somayyeh Koohi,S. Koohi,#d3d3d3,Sharif University of Technology,1
Jianhua Ruan,J. Ruan,#ffc0cb,University of Texas at San Antonio,1
Ahmed Awad,A. Awad,#00bfff,University of Tartu,0
Robert Lindeman,R. Lindeman,#ffc0cb,none,1
Jufu Feng,J. Feng,#32CD32,Peking University,1
Liwei Wang,L. Wang,#32CD32,none,1
Olaf Chitil,O. Chitil,#00bfff,University of Kent,0
Xiu Li,X. Li,#32CD32,Tsinghua University,1
Xiaolin Hu,X. Hu,#32CD32,Tsinghua University,1
Ronald Arkin,R. Arkin,#ffc0cb,none,0
Sinan Kalkan,S. Kalkan,#32CD32,Middle East Technical University,0
Chong-Jun Wang,C. Wang,#32CD32,Nanjing University,1
Vittorio Scarano,V. Scarano,#d3d3d3,University of Salerno,1
Luisa Gargano,L. Gargano,#d3d3d3,University of Salerno,1
Alberto Negro,A. Negro,#d3d3d3,University of Salerno,1
Hee-Kap Ahn,H. Ahn,#32CD32,POSTECH,1
Alessio Lomuscio,A. Lomuscio,#32CD32,Imperial College London,1
Baris Akgün,B. Akgün,#ffc0cb,Koç University,1
Ayellet Tal,A. Tal,#32CD32,Technion,1
Vivek Kumar,V. Kumar,#d3d3d3,none,1
Carlos Morimoto,C. Morimoto,#ffc0cb,USP,0
Patrick Martin,P. Martin,#00bfff,Queen’s University,1
D. Arvind,D. Arvind,#d3d3d3,none,1
Richard Riesenfeld,R. Riesenfeld,#ffc0cb,none,0
Ravishankar Iyer,R. Iyer,#ffc0cb,none,1
Thenkurussi Kesavadas,T. Kesavadas,#ffc0cb,Univ. of Illinois at Urbana-Champaign,1
Luis Kowada,L. Kowada,#ffc0cb,none,1
Jens Stoye,J. Stoye,#ffc0cb,Bielefeld University,1
Carla Dal Sasso Freitas,C. Dal Sasso Freitas,#ffc0cb,none,0
Javier Navaridas,J. Navaridas,#00bfff,University of Manchester,1
Markus Endler,M. Endler,#ffc0cb,PUC-RIO,0
Anton Wijs,A. Wijs,#ffff00,TU Eindhoven,1
Dov Monderer,D. Monderer,#32CD32,Technion,1
Seyed Sadjadi,S. Sadjadi,#d3d3d3,none,1
Wai Leong,W. Leong,#32CD32,none,1
Wee Leow,W. Leow,#32CD32,none,1
Samantha Kleinberg,S. Kleinberg,#32CD32,Stevens Institute of Technology,0
George Wolberg,G. Wolberg,#32CD32,CUNY,1
Peter Clarke,P. Clarke,#d3d3d3,none,0
Tolga Tasdizen,T. Tasdizen,#32CD32,University of Utah,1
Martin Bichler,M. Bichler,#d3d3d3,TU Munich,0
Luís Veiga,L. Veiga,#d3d3d3,Universidade de Lisboa,1
Paulo Ferreira,P. Ferreira,#d3d3d3,Universidade de Lisboa,1
João de Oliveira e Silva,J. de Oliveira e Silva,#d3d3d3,none,1
Ahmet Akyüz,A. Akyüz,#ffc0cb,none,0
Clayton Lewis,C. Lewis,#d3d3d3,none,0
Michael Friedlander,M. Friedlander,#32CD32,none,1
Richard Peters,R. Peters,#ffc0cb,none,1
Ali Mesbah,A. Mesbah,#00bfff,none,1
Swen Jacobs,S. Jacobs,#ffff00,CISPA Helmholtz Center i.G.,0
Oliver Amft,O. Amft,#ffc0cb,University of Passau,0
Neill Campbell,N. Campbell,#32CD32,none,1
André DeHon,A. DeHon,#00bfff,University of Pennsylvania,1
David Kieras,D. Kieras,#ffc0cb,none,1
Sam Malek,S. Malek,#00bfff,University of California - Irvine,1
Luca Daniel,L. Daniel,#00bfff,Massachusetts Institute of Technology,1
Duane Boning,D. Boning,#00bfff,none,1
Mario Di Francesco,M. Di Francesco,#ffc0cb,Aalto University,1
Sharad Malik,S. Malik,#00bfff,Princeton University,1
James Rowland,J. Rowland,#00bfff,University of Kansas,1
Stephen Kobourov,S. Kobourov,#ffc0cb,none,1
Melanie Herschel,M. Herschel,#00bfff,University of Stuttgart,0
Ashish Venkat,A. Venkat,#00bfff,University of Virginia,1
Bir Bhanu,B. Bhanu,#32CD32,University of California - Riverside,0
Lukasz Ziarek,L. Ziarek,#00bfff,University at Buffalo,1
Nir Yosef,N. Yosef,#ffc0cb,University of California - Berkeley,1
Eytan Ruppin,E. Ruppin,#ffc0cb,University of Maryland - College Park,1
Roger Hersch,R. Hersch,#ffc0cb,none,0
Majid Ghaderi,M. Ghaderi,#00bfff,University of Calgary,1
Luciano Barbosa,L. Barbosa,#32CD32,UFPE,1
Viviane Moreira,V. Moreira,#00bfff,none,1
Charles Hughes,C. Hughes,#32CD32,none,1
Annie Wu,A. Wu,#ffc0cb,none,1
Salvatore Ruggieri,S. Ruggieri,#32CD32,University of Pisa,1
Franco Turini,F. Turini,#32CD32,University of Pisa,1
Marcelo Finger,M. Finger,#32CD32,USP,0
Yannis Ioannidis,Y. Ioannidis,#00bfff,none,0
Mario Gerla,M. Gerla,#ffc0cb,University of California - Los Angeles,1
Agnes Chan,A. Chan,#d3d3d3,none,0
Heather Miller,H. Miller,#d3d3d3,Carnegie Mellon University,1
Philipp Haller,P. Haller,#d3d3d3,KTH Royal Institute of Technology,1
Yu Kong,Y. Kong,#32CD32,Rochester Institute of Technology,1
Edward Wong,E. Wong,#32CD32,none,1
Fengyuan Ren,F. Ren,#00bfff,Tsinghua University,0
Ron Pinter,R. Pinter,#ffc0cb,none,1
Tomer Shlomi,T. Shlomi,#ffc0cb,Technion,1
Aimin Hao,A. Hao,#ffc0cb,Beihang University,1
Shuai Li,S. Li,#ffc0cb,none,1
Kamalakar Karlapalem,K. Karlapalem,#32CD32,IIIT Hyderabad,0
Reda Alhajj,R. Alhajj,#32CD32,University of Calgary,1
Faruk Polat,F. Polat,#32CD32,Middle East Technical University,1
Alexander Borgida,A. Borgida,#32CD32,Rutgers University,1
Eduardo Bonelli,E. Bonelli,#00bfff,Stevens Institute of Technology,0
Stephen Alstrup,S. Alstrup,#ffff00,University of Copenhagen,1
Dong Xiang,D. Xiang,#00bfff,Tsinghua University,0
Frank Shipman,F. Shipman,#ffc0cb,Texas A&M University,0
Rumi Chunara,R. Chunara,#d3d3d3,New York University,0
Mordecai Golin,M. Golin,#ffff00,none,0
Daniel Hirschkoff,D. Hirschkoff,#ffff00,Ecole Normale Superieure de Lyon,0
Leilani Battle,L. Battle,#00bfff,University of Maryland - College Park,1
Hendrik Blockeel,H. Blockeel,#32CD32,KU Leuven,1
Alan Bundy,A. Bundy,#32CD32,University of Edinburgh,0
Neill Campbell,N. Campbell,#32CD32,none,1
Daniel Rockmore,D. Rockmore,#32CD32,none,0
Alexandre d'Aspremont,A. d'Aspremont,#32CD32,Ecole Normale Superieure,1
Rahul Basole,R. Basole,#ffc0cb,none,1
Niki Pissinou,N. Pissinou,#d3d3d3,Florida International University,1
Jason Liu,J. Liu,#d3d3d3,Florida International University,1
Claudio Gutierrez,C. Gutierrez,#32CD32,Universidad de Chile,0
Julien Gagneur,J. Gagneur,#ffc0cb,TU Munich,0
Yong-Jin Liu,Y. Liu,#ffc0cb,Tsinghua University,1
Denis Mauá,D. Mauá,#32CD32,none,0
Jing Kong,J. Kong,#00bfff,Massachusetts Institute of Technology,0
Yufeng Wu,Y. Wu,#ffc0cb,University of Connecticut,1
Hsin-Mu Tsai,H. Tsai,#00bfff,National Taiwan University,0
Ling Chen,L. Chen,#32CD32,none,0
Melanie Moses,M. Moses,#ffc0cb,University of New Mexico,0
Joshua Tanenbaum,J. Tanenbaum,#ffc0cb,University of California - Irvine,0
Hans-Joachim Bungartz,H. Bungartz,#00bfff,TU Munich,1
Miriam Mehl,M. Mehl,#00bfff,University of Stuttgart,1
Shihao Ji,S. Ji,#32CD32,Georgia State University,1
Marek Petrik,M. Petrik,#32CD32,University of New Hampshire,1
Riccardo Bettati,R. Bettati,#00bfff,Texas A&M University,0
Qinghua Li,Q. Li,#d3d3d3,University of Arkansas,1
Micah Beck,M. Beck,#d3d3d3,University of Tennessee,0
Yiu-ming Cheung,Y. Cheung,#32CD32,Hong Kong Baptist University,0
Aijun An,A. An,#00bfff,York University,1
Bin Luo,B. Luo,#32CD32,Nanjing University,1
P. Narayanan,P. Narayanan,#ffc0cb,none,1
Patrick Gros,P. Gros,#ffc0cb,Ecole Normale Superieure de Lyon,0
Yue 0009,Y. 0009,#ffc0cb,none,1
Yitzhak Birk,Y. Birk,#00bfff,Technion,1
Julie Weeds,J. Weeds,#32CD32,University of Sussex,1
Praveen Paruchuri,P. Paruchuri,#32CD32,IIIT Hyderabad,0
Paul Spirakis,P. Spirakis,#32CD32,none,1
Othon Michail,O. Michail,#d3d3d3,University of Liverpool,1
Oliver Kennedy,O. Kennedy,#00bfff,University at Buffalo,1
Milos Nikolic,M. Nikolic,#00bfff,University of Oxford,1
Sudeep Sarkar,S. Sarkar,#32CD32,University of South Florida,0
Jop Briët,J. Briët,#ffff00,CWI,1
Andrew Moore,A. Moore,#32CD32,none,0
Filippo Menczer,F. Menczer,#32CD32,Indiana University,1
Alessandro Vespignani,A. Vespignani,#32CD32,Northeastern University,1
Xia Ning,X. Ning,#32CD32,IUPUI,1
Andrea Tagliasacchi,A. Tagliasacchi,#ffc0cb,University of Victoria,1
Brian Wyvill,B. Wyvill,#ffc0cb,University of Victoria,1
Pavel Pevzner,P. Pevzner,#ffc0cb,none,1
Amitava Datta,A. Datta,#ffc0cb,University of Western Australia,0
Gangshan Wu,G. Wu,#32CD32,Nanjing University,0
Linda Petzold,L. Petzold,#ffc0cb,University of California - Santa Barbara,0
Abdou Youssef,A. Youssef,#32CD32,George Washington University,1
Bela Gipp,B. Gipp,#32CD32,University of Konstanz,1
Chengqing Zong,C. Zong,#32CD32,Chinese Academy of Sciences,0
Anxiao Jiang,A. Jiang,#d3d3d3,Texas A&M University,1
Carl Chang,C. Chang,#d3d3d3,none,1
Keting Jia,K. Jia,#ffff00,Tsinghua University,1
Xiaoyun Wang,X. Wang,#ffff00,Tsinghua University,1
Ina Schaefer,I. Schaefer,#00bfff,TU Braunschweig,0
Yike Guo,Y. Guo,#ffc0cb,Imperial College London,0
Jan Chomicki,J. Chomicki,#00bfff,University at Buffalo,0
Alan Blair,A. Blair,#ffc0cb,UNSW,0
Eunho Yang,E. Yang,#32CD32,KAIST,1
Kunqing Xie,K. Xie,#32CD32,Peking University,1
Kari Smolander,K. Smolander,#d3d3d3,Aalto University,0
Elizabeth Jessup,E. Jessup,#00bfff,none,1
Randal Bryant,R. Bryant,#00bfff,none,1
Jianguo Zhang,J. Zhang,#32CD32,University of Dundee,1
Dejing Dou,D. Dou,#32CD32,University of Oregon,1
Xintao Wu,X. Wu,#32CD32,University of Arkansas,1
Arash Termehchy,A. Termehchy,#00bfff,Oregon State University,1
Anat Paskin-Cherniavsky,A. Paskin-Cherniavsky,#ffff00,Ariel University,1
Yarin Gal,Y. Gal,#32CD32,University of Oxford,1
Andrew Ker,A. Ker,#32CD32,none,1
Burkhard Wünsche,B. Wünsche,#ffc0cb,University of Auckland,0
Leliane de Barros,L. de Barros,#32CD32,none,1
Karina Delgado,K. Delgado,#32CD32,none,1
Julián Mestre,J. Mestre,#32CD32,University of Sydney,1
Charless Fowlkes,C. Fowlkes,#32CD32,none,1
Magy El-Nasr,M. El-Nasr,#32CD32,none,1
Junlin Lu,J. Lu,#00bfff,Peking University,1
Yuan-Fang Wang,Y. Wang,#32CD32,University of California - Santa Barbara,0
Zahir Tari,Z. Tari,#32CD32,RMIT University,0
Matthew Johnson,M. Johnson,#32CD32,CUNY,1
Julie Adams,J. Adams,#ffc0cb,none,1
Pedro Tomás,P. Tomás,#00bfff,Universidade de Lisboa,0
Quaid Morris,Q. Morris,#ffc0cb,University of Toronto,1
Garvesh Raskutti,G. Raskutti,#32CD32,University of Wisconsin - Madison,1
Peter Heeman,P. Heeman,#32CD32,none,0
William Sanders,W. Sanders,#ffc0cb,none,0
Yingshu Li,Y. Li,#d3d3d3,Georgia State University,0
Edmund Durfee,E. Durfee,#32CD32,none,1
Saket Anand,S. Anand,#32CD32,IIIT Delhi,0
Joon Han,J. Han,#32CD32,none,1
Julian Shun,J. Shun,#00bfff,Massachusetts Institute of Technology,1
Zoran Duric,Z. Duric,#32CD32,George Mason University,0
Sheng Li,S. Li,#32CD32,Harbin Institute of Technology,1
Ke Tang,K. Tang,#32CD32,USTC,1
Sid Chau,S. Chau,#00bfff,none,0
T. Murali,T. Murali,#ffc0cb,none,0
Joël Goossens,J. Goossens,#00bfff,Université libre de Bruxelles,1
Davide Fossati,D. Fossati,#d3d3d3,Emory University,1
Carlos Ferreira,C. Ferreira,#ffc0cb,none,1
Kun-Mao Chao,K. Chao,#ffc0cb,National Taiwan University,0
Stephen Edwards,S. Edwards,#d3d3d3,none,1
Rachel Blagojevic,R. Blagojevic,#ffc0cb,Massey University,1
Ellen Yi-Luen,E. Yi-Luen,#ffc0cb,none,1
Gerald DeJong,G. DeJong,#32CD32,Univ. of Illinois at Urbana-Champaign,0
Yu Su,Y. Su,#32CD32,none,1
Rupesh Nasre,R. Nasre,#d3d3d3,IIT Madras,1
Ulugbek Kamilov,U. Kamilov,#32CD32,Washington University in St. Louis,0
Martin Vetterli,M. Vetterli,#00bfff,EPFL,0
Chao Zhang,C. Zhang,#32CD32,none,0
D. Swany,D. Swany,#00bfff,none,1
James Clause,J. Clause,#00bfff,University of Delaware,1
Dezhen Song,D. Song,#ffc0cb,Texas A&M University,1
Alan Blackwell,A. Blackwell,#ffc0cb,University of Cambridge,0
Wayne Luk,W. Luk,#ffc0cb,Imperial College London,0
Quintin Cutts,Q. Cutts,#d3d3d3,none,1
Robert McCartney,R. McCartney,#d3d3d3,University of Connecticut,1
Vlado Keselj,V. Keselj,#d3d3d3,Dalhousie University,1
Desh Ranjan,D. Ranjan,#ffc0cb,Old Dominion University,1
Mohammad Zubair,M. Zubair,#ffc0cb,Old Dominion University,1
Hélio Lopes,H. Lopes,#ffc0cb,PUC-RIO,1
Francis Merat,F. Merat,#ffc0cb,none,0
Lars Wolf,L. Wolf,#d3d3d3,none,0
Bing Wang,B. Wang,#00bfff,none,1
Nigel Shadbolt,N. Shadbolt,#ffc0cb,University of Oxford,1
Chein-I Chang,C. Chang,#00bfff,Univ. of Maryland - Baltimore County,0
Avani Wildani,A. Wildani,#d3d3d3,Emory University,1
Josep Solé-Pareta,J. Solé-Pareta,#00bfff,Polytechnic University of Catalonia,1
George Avrunin,G. Avrunin,#00bfff,none,1
Bing Xue,B. Xue,#00bfff,Victoria University of Wellington,0
Lai-Wan Chan,L. Chan,#32CD32,Chinese University of Hong Kong,1
Tolga Can,T. Can,#ffc0cb,Middle East Technical University,1
Alejandro Hevia,A. Hevia,#d3d3d3,Universidad de Chile,1
Ioannis Patras,I. Patras,#32CD32,Queen Mary University of London,1
Chandra Krintz,C. Krintz,#00bfff,University of California - Santa Barbara,1
Dale Carnegie,D. Carnegie,#ffc0cb,none,0
Fan Graham,F. Graham,#ffff00,none,1
Venkatesh Ranganath,V. Ranganath,#00bfff,none,0
Yousef Saad,Y. Saad,#32CD32,University of Minnesota,1
Jie Zheng,J. Zheng,#ffc0cb,Nanyang Technological University,0
Gerson Zaverucha,G. Zaverucha,#ffc0cb,UFRJ,0
Katarzyna Wac,K. Wac,#ffc0cb,University of Copenhagen,0
Ricardo Vilalta,R. Vilalta,#32CD32,University of Houston,0
Michael Erdmann,M. Erdmann,#ffc0cb,none,1
Andy Podgurski,A. Podgurski,#00bfff,Case Western Reserve University,0
Purushottam Kulkarni,P. Kulkarni,#00bfff,IIT Bombay,0
David Pearce,D. Pearce,#d3d3d3,none,1
Casimir Kulikowski,C. Kulikowski,#32CD32,none,1
Frederick Roth,F. Roth,#ffc0cb,none,0
David Brown,D. Brown,#32CD32,none,1
Carolina Ruiz,C. Ruiz,#32CD32,Worcester Polytechnic Institute,1
Bradley Alexander,B. Alexander,#ffc0cb,University of Adelaide,0
Daniel Miranker,D. Miranker,#ffc0cb,none,0
Smita Krishnaswamy,S. Krishnaswamy,#00bfff,Yale University,1
Soudeh Ghorbani,S. Ghorbani,#00bfff,Johns Hopkins University,1
Nelson Max,N. Max,#ffc0cb,University of California - Davis,0
Alexis Battle,A. Battle,#32CD32,Johns Hopkins University,1
Jean Gallier,J. Gallier,#32CD32,University of Pennsylvania,1
Xi 0005,X. 0005,#32CD32,none,1
Yi-Jen Chiang,Y. Chiang,#ffc0cb,New York University,0
Peggy Seriès,P. Seriès,#32CD32,University of Edinburgh,1
Andrea Bonarini,A. Bonarini,#32CD32,Politecnico di Milano,1
Wei 0008,W. 0008,#ffc0cb,none,1
Geehyuk Lee,G. Lee,#ffc0cb,KAIST,1
Rann Smorodinsky,R. Smorodinsky,#d3d3d3,Technion,1
Martin Fürer,M. Fürer,#ffff00,Pennsylvania State University,0
Jeremy Johnson,J. Johnson,#d3d3d3,Drexel University,0
Du Q. Huynh ,D. ,#32CD32,none,0
Antonis Paschalis,A. Paschalis,#00bfff,none,1
