name,abbrv,color,coauthored
Hank Childs,H. Childs,#00bfff,0
Xiaodi Wu,X. Wu,#00bfff,0
Dejing Dou,D. Dou,#32CD32,1
Daniel Lowd,D. Lowd,#32CD32,1
Allen Malony,A. Malony,#00bfff,1
Boyana Norris,B. Norris,#00bfff,1
Michel Kinsy,M. Kinsy,#00bfff,0
Joseph Sventek,J. Sventek,#ffc0cb,0
Michal Young,M. Young,#00bfff,0
Reza Rejaie,R. Rejaie,#00bfff,0
Anthony Hornof,A. Hornof,#ffc0cb,0
Ramakrishnan Durairajan,R. Durairajan,#00bfff,0
Zena Ariola,Z. Ariola,#00bfff,0
