name,abbrv,color,coauthored
Fengguang Song,F. Song,#00bfff,0
James Hill,J. Hill,#d3d3d3,0
Murat Dundar,M. Dundar,#32CD32,0
Shiaofen Fang,S. Fang,#00bfff,1
Yuni Xia,Y. Xia,#00bfff,1
Snehasis Mukhopadhyay,S. Mukhopadhyay,#00bfff,1
Jiang Zheng,J. Zheng,#ffc0cb,0
Xia Ning,X. Ning,#32CD32,0
George Mohler,G. Mohler,#32CD32,0
Mohammad Hasan,M. Hasan,#32CD32,0
Gavriil Tsechpenakis,G. Tsechpenakis,#32CD32,0
