name,abbrv,color,coauthored
Christian Blouin,C. Blouin,#ffc0cb,0
Alex Brodsky,A. Brodsky,#d3d3d3,0
Norbert Zeh,N. Zeh,#ffff00,0
Stephen Brooks,S. Brooks,#ffc0cb,0
Bonnie MacKay,B. MacKay,#ffc0cb,1
Carolyn Watters,C. Watters,#ffc0cb,1
Derek Reilly,D. Reilly,#ffc0cb,1
Evangelos Milios,E. Milios,#ffc0cb,1
Vlado Keselj,V. Keselj,#d3d3d3,1
Kirstie Hawkey,K. Hawkey,#ffc0cb,1
Stan Matwin,S. Matwin,#32CD32,0
Rita Orji,R. Orji,#ffc0cb,0
