name,abbrv,color,coauthored
Qi Han,Q. Han,#ffc0cb,0
Bo Wu,B. Wu,#00bfff,0
Chuan Yue,C. Yue,#32CD32,0
Dejun Yang,D. Yang,#00bfff,0
Thomas Williams,T. Williams,#32CD32,0
Neil Dantam,N. Dantam,#ffc0cb,0
Hao 0011,H. 0011,#ffc0cb,1
Hua Wang,H. Wang,#32CD32,1
Tracy Camp,T. Camp,#d3d3d3,0
