name,abbrv,color,coauthored
David Johnson,D. Johnson,#ffc0cb,0
Arvin Agah,A. Agah,#ffc0cb,0
Guanghui Wang,G. Wang,#32CD32,0
Heechul Yun,H. Yun,#00bfff,0
James Rowland,J. Rowland,#00bfff,0
Andy Gill,A. Gill,#d3d3d3,0
Yang Yi,Y. Yi,#ffc0cb,0
Michael Branicky,M. Branicky,#ffc0cb,0
Jun Huan,J. Huan,#32CD32,0
Bo Luo,B. Luo,#00bfff,1
Fengjun Li,F. Li,#00bfff,1
Aveek Dutta,A. Dutta,#00bfff,0
