name,abbrv,color,coauthored
Sushil Louis,S. Louis,#ffc0cb,0
Mircea Nicolescu,M. Nicolescu,#ffc0cb,1
Monica Nicolescu,M. Nicolescu,#ffc0cb,1
George Bebis,G. Bebis,#ffc0cb,1
Dongfang Zhao,D. Zhao,#00bfff,0
Engin Arslan,E. Arslan,#00bfff,0
David Feil-Seifer,D. Feil-Seifer,#ffc0cb,1
Hung La,H. La,#ffc0cb,1
Tin Nguyen,T. Nguyen,#ffc0cb,0
Emily Hand,E. Hand,#32CD32,0
Eelke Folmer,E. Folmer,#ffc0cb,1
Mehmet Gunes,M. Gunes,#00bfff,0
Feng Yan,F. Yan,#32CD32,0
Kostas Alexis,K. Alexis,#ffc0cb,0
