name,abbrv,color,coauthored
David McAllester,D. McAllester,#32CD32,1
Gregory Shakhnarovich,G. Shakhnarovich,#32CD32,1
Kevin Gimpel,K. Gimpel,#32CD32,1
Avrim Blum,A. Blum,#32CD32,0
Yury Makarychev,Y. Makarychev,#ffff00,1
Julia Chuzhoy,J. Chuzhoy,#ffff00,1
Nathan Srebro,N. Srebro,#32CD32,1
Jinbo Xu,J. Xu,#ffc0cb,0
David McAllester,D. McAllester,#32CD32,1
Karen Livescu,K. Livescu,#32CD32,1
Madhur Tulsiani,M. Tulsiani,#ffff00,0
Matthew Walter,M. Walter,#ffc0cb,0
