name,abbrv,color,coauthored
Hongzhi Wang,H. Wang,#00bfff,0
Debin Zhao,D. Zhao,#32CD32,0
Yi Guan,Y. Guan,#32CD32,0
Wangmeng Zuo,W. Zuo,#32CD32,0
Bing Qin,B. Qin,#32CD32,1
Ting Liu,T. Liu,#32CD32,1
Wanxiang Che,W. Che,#32CD32,1
Sheng Li,S. Li,#32CD32,1
Zhaonian Zou,Z. Zou,#32CD32,0
