name,abbrv,color,coauthored
Dima Alhadidi,D. Alhadidi,#d3d3d3,0
Eric Aubanel,E. Aubanel,#d3d3d3,1
Virendrakumar Bhavsar,V. Bhavsar,#d3d3d3,1
Patricia Evans,P. Evans,#d3d3d3,1
Paul Cook,P. Cook,#32CD32,0
Suprio Ray,S. Ray,#d3d3d3,0
Scott Bateman,S. Bateman,#ffc0cb,0
Ali Ghorbani,A. Ghorbani,#32CD32,0
